person_age,person_gender,person_education,person_income,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,previous_loan_defaults_on_file,loan_status
31,male,High School,100645,7500,EDUCATION,7.66,10,No,0
28,male,High School,100519,12000,DEBTCONSOLIDATION,10.74,6,No,0
30,male,High School,100583,20000,DEBTCONSOLIDATION,11.11,6,No,0
29,female,Bachelor,100507,7500,VENTURE,11.01,10,Yes,0
34,female,Master,72680,12000,EDUCATION,12.22,7,No,0
35,female,Associate,100614,15000,HOMEIMPROVEMENT,11.01,6,Yes,0
32,male,Bachelor,100555,10000,EDUCATION,8,5,Yes,0
30,male,High School,74365,12000,EDUCATION,6.92,9,Yes,0
27,male,Bachelor,74117,12000,VENTURE,12.21,5,Yes,0
35,male,Bachelor,100733,15000,HOMEIMPROVEMENT,11.01,7,Yes,0
29,male,Master,100546,4500,PERSONAL,11.49,10,Yes,0
28,female,Associate,29647,3000,PERSONAL,15.23,7,Yes,0
31,female,Master,29902,3000,DEBTCONSOLIDATION,7.49,10,Yes,0
33,male,Master,29689,3000,MEDICAL,6.62,9,No,0
28,male,Master,100550,8000,EDUCATION,13.99,10,Yes,0
28,female,Bachelor,100600,3600,MEDICAL,14.72,9,Yes,0
30,male,Bachelor,30001,3000,PERSONAL,11.01,6,No,1
29,male,Associate,29783,3000,PERSONAL,11.14,6,Yes,0
28,female,Master,29830,3000,VENTURE,9.32,6,No,0
33,male,Master,101267,13000,HOMEIMPROVEMENT,6.99,7,Yes,0
34,male,Master,100937,5000,PERSONAL,14.79,8,No,0
28,male,High School,30835,3000,DEBTCONSOLIDATION,5.42,6,Yes,0
27,female,Master,31087,3000,HOMEIMPROVEMENT,15.62,5,No,1
32,female,High School,31040,3000,PERSONAL,13.48,6,No,0
28,male,Master,101223,8000,EDUCATION,7.14,8,Yes,0
35,female,High School,31130,3000,VENTURE,15.33,8,No,1
34,male,High School,31456,3000,VENTURE,7.4,8,Yes,0
30,female,Associate,30971,3000,DEBTCONSOLIDATION,11.01,7,Yes,0
28,male,Master,31083,3000,EDUCATION,13.22,8,Yes,0
32,male,High School,101463,12800,EDUCATION,9.99,6,Yes,0
27,female,Bachelor,101819,15000,VENTURE,6.03,6,Yes,0
34,female,Associate,30995,3000,VENTURE,7.66,8,Yes,0
27,male,Bachelor,31278,3000,PERSONAL,15.58,6,No,1
30,female,Master,101675,6000,DEBTCONSOLIDATION,11.01,6,Yes,0
28,female,Bachelor,31896,3000,VENTURE,11.01,9,Yes,0
28,male,Master,101622,25000,VENTURE,7.9,7,No,0
30,male,Bachelor,31319,3000,PERSONAL,13.72,10,No,0
27,female,Master,32469,3000,EDUCATION,13.98,10,Yes,0
27,female,Bachelor,101403,7000,PERSONAL,12.69,10,Yes,0
31,male,Associate,101505,7000,PERSONAL,7.9,6,Yes,0
27,female,Associate,33443,3000,DEBTCONSOLIDATION,5.79,10,Yes,0
34,female,Master,101849,30000,VENTURE,7.9,8,No,0
33,female,Associate,101856,20000,VENTURE,5.99,8,Yes,0
27,male,High School,33740,3000,EDUCATION,10.99,5,Yes,0
34,male,Associate,102017,2400,EDUCATION,7.49,6,No,0
29,female,High School,101368,15000,MEDICAL,6.99,7,Yes,0
32,female,Bachelor,34217,3000,MEDICAL,11.12,8,No,1
28,female,Master,34110,3000,VENTURE,13.57,10,Yes,0
28,female,High School,34468,3000,VENTURE,6.91,10,No,0
31,male,Associate,102021,10000,HOMEIMPROVEMENT,5.99,8,No,0
28,male,Bachelor,102014,25000,VENTURE,15.62,5,Yes,0
28,male,Bachelor,101987,1000,EDUCATION,9.99,10,Yes,0
27,male,Associate,94652,6775,PERSONAL,10.59,5,No,1
27,female,High School,35580,3000,EDUCATION,7.88,7,No,1
29,female,Associate,101386,5900,HOMEIMPROVEMENT,7.66,9,Yes,0
27,male,Bachelor,101431,7000,DEBTCONSOLIDATION,7.29,5,Yes,0
30,male,High School,101796,12000,HOMEIMPROVEMENT,11.11,9,Yes,0
34,male,Bachelor,36043,3000,VENTURE,11.78,9,Yes,0
28,male,Associate,101865,20500,MEDICAL,10,5,Yes,0
29,male,Bachelor,101732,6000,PERSONAL,5.42,5,Yes,0
30,male,Master,35771,3000,VENTURE,7.9,9,Yes,0
32,female,Associate,101758,15000,MEDICAL,6.91,7,Yes,0
35,female,Associate,37159,3000,DEBTCONSOLIDATION,10.65,9,Yes,0
32,male,Master,37062,3000,EDUCATION,12.42,8,Yes,0
35,female,Bachelor,101553,9000,HOMEIMPROVEMENT,6.76,6,Yes,0
28,male,Master,75528,12000,VENTURE,10.65,8,Yes,0
30,male,High School,75347,12000,MEDICAL,11.71,9,Yes,0
31,female,Bachelor,102056,7600,VENTURE,7.51,5,Yes,0
28,female,Bachelor,75698,12000,EDUCATION,11.01,10,Yes,0
31,male,Bachelor,101946,10400,EDUCATION,14.96,7,Yes,0
33,male,High School,80676,22000,MEDICAL,14.59,8,No,1
34,male,Associate,101694,9250,PERSONAL,11.36,8,Yes,0
28,female,Bachelor,101622,8400,PERSONAL,7.51,10,No,0
34,male,Master,75146,12000,VENTURE,10.99,6,Yes,0
27,female,Doctorate,101615,14000,PERSONAL,15.7,7,No,0
29,male,Associate,75611,12000,PERSONAL,19.03,6,No,0
27,male,Bachelor,75972,12000,MEDICAL,12.42,6,Yes,0
29,female,Master,101761,15000,EDUCATION,12.18,10,Yes,0
29,male,Bachelor,101851,20000,HOMEIMPROVEMENT,11.83,5,Yes,0
33,male,Master,101436,20000,EDUCATION,14.61,5,No,0
28,female,Associate,75924,12000,EDUCATION,6.91,5,No,0
35,male,Master,75882,12000,VENTURE,14.11,8,No,0
28,male,Bachelor,76089,12000,DEBTCONSOLIDATION,11.01,7,Yes,0
29,female,Associate,101939,10000,VENTURE,11.01,8,No,0
32,male,Master,76667,12000,VENTURE,6.62,10,No,0
28,male,Associate,76788,12000,MEDICAL,10.37,10,Yes,0
29,male,Bachelor,94459,25000,DEBTCONSOLIDATION,15.33,6,No,1
35,female,Bachelor,77405,12000,EDUCATION,11.49,8,Yes,0
29,female,Doctorate,102627,35000,PERSONAL,8.9,6,Yes,0
27,female,High School,77128,12000,MEDICAL,13.49,5,No,0
28,male,Associate,102482,9600,HOMEIMPROVEMENT,15.27,5,Yes,0
31,male,Associate,46703,6600,EDUCATION,13.47,5,Yes,0
27,male,Bachelor,46505,4000,HOMEIMPROVEMENT,7.68,9,Yes,0
27,male,Bachelor,102586,18000,VENTURE,7.51,10,Yes,0
30,female,Bachelor,46479,6000,EDUCATION,11.58,7,Yes,0
31,female,Associate,78241,12000,VENTURE,12.73,8,Yes,0
27,female,Associate,102840,4500,DEBTCONSOLIDATION,7.51,10,Yes,0
30,female,Associate,102767,8000,PERSONAL,12.69,7,Yes,0
31,male,Bachelor,103128,2500,VENTURE,8.49,10,No,0
33,male,Bachelor,78605,12000,VENTURE,11.01,8,Yes,0
32,male,Associate,102979,6000,DEBTCONSOLIDATION,12.99,7,Yes,0
32,male,Master,103256,20000,MEDICAL,8.88,5,No,0
29,male,Associate,71745,12000,DEBTCONSOLIDATION,16.49,9,No,1
30,female,Master,79221,12000,PERSONAL,11.49,7,Yes,0
34,female,Master,79062,12000,DEBTCONSOLIDATION,7.49,7,Yes,0
27,male,Associate,78986,12000,PERSONAL,11.01,5,Yes,0
31,female,High School,95877,15600,EDUCATION,12.53,5,No,1
32,male,Associate,103126,9000,VENTURE,9.32,6,Yes,0
29,female,Associate,103345,6000,DEBTCONSOLIDATION,7.68,8,No,0
30,male,Master,103086,7800,VENTURE,6.03,10,Yes,0
28,male,Associate,81024,12000,HOMEIMPROVEMENT,11.01,5,No,0
33,female,Associate,88781,5000,DEBTCONSOLIDATION,16.29,9,No,1
28,female,High School,81666,12000,EDUCATION,11.01,7,Yes,0
27,female,Bachelor,81279,12000,PERSONAL,13.23,7,Yes,0
31,female,High School,82708,12000,DEBTCONSOLIDATION,7.66,8,Yes,0
31,male,Bachelor,82569,12000,MEDICAL,11.01,6,Yes,0
27,male,Master,103376,24000,MEDICAL,11.71,10,No,0
35,male,High School,103313,14000,MEDICAL,10.65,5,Yes,0
29,female,High School,77294,12000,DEBTCONSOLIDATION,12.42,8,No,1
27,female,High School,84724,12000,VENTURE,10.25,9,Yes,0
30,female,Associate,102577,15000,EDUCATION,6.03,8,Yes,0
28,female,Associate,85081,12000,HOMEIMPROVEMENT,14.27,6,Yes,0
27,female,Bachelor,84930,12000,MEDICAL,10.65,8,No,0
27,female,High School,103017,3800,VENTURE,6.03,6,Yes,0
28,female,Associate,103034,24000,EDUCATION,19.03,7,Yes,0
27,female,Associate,103126,12000,EDUCATION,6.62,10,Yes,0
29,female,Associate,102822,15000,MEDICAL,10.65,9,No,0
27,male,Master,88546,18000,DEBTCONSOLIDATION,12.69,6,No,1
33,female,Associate,85334,12000,PERSONAL,15.65,5,No,0
31,male,Associate,84980,12000,HOMEIMPROVEMENT,11.01,6,No,0
27,female,Associate,84778,12000,VENTURE,10.99,8,Yes,0
32,male,Associate,46079,5000,MEDICAL,15.37,5,No,0
27,female,Doctorate,45941,6000,HOMEIMPROVEMENT,5.42,6,No,0
28,male,High School,102965,16800,EDUCATION,16.49,8,Yes,0
29,female,High School,85978,12000,MEDICAL,11.01,5,No,0
30,female,Bachelor,86146,12000,HOMEIMPROVEMENT,8.9,8,Yes,0
29,female,Bachelor,102919,7500,VENTURE,11.49,10,No,0
29,female,Bachelor,86193,12000,DEBTCONSOLIDATION,13.16,9,Yes,0
28,female,Bachelor,87104,12000,VENTURE,13.49,6,Yes,0
30,male,Associate,45250,10000,VENTURE,6.03,10,Yes,0
28,male,High School,87549,12000,MEDICAL,14.27,6,Yes,0
27,female,High School,87113,12000,EDUCATION,6.62,8,Yes,0
34,male,Associate,102685,15000,HOMEIMPROVEMENT,15.99,9,No,0
28,male,Bachelor,103036,35000,PERSONAL,9.99,5,Yes,0
34,male,Bachelor,102642,24000,HOMEIMPROVEMENT,11.49,7,No,0
28,female,Associate,103104,15000,EDUCATION,8.49,7,Yes,0
35,male,Associate,102844,21000,DEBTCONSOLIDATION,7.49,9,Yes,0
28,female,Master,102848,12500,PERSONAL,7.49,7,Yes,0
33,male,Bachelor,87671,12000,MEDICAL,11.99,5,Yes,0
32,female,Associate,87737,12000,VENTURE,10.62,5,Yes,0
28,female,Bachelor,103044,9075,VENTURE,7.49,10,Yes,0
29,male,High School,75511,3600,MEDICAL,17.99,9,No,1
34,male,High School,80456,12000,DEBTCONSOLIDATION,14.3,6,No,1
35,male,Associate,103154,8400,EDUCATION,11.99,9,No,0
32,male,Bachelor,102598,8000,VENTURE,18.79,5,Yes,0
30,female,Bachelor,103108,6000,MEDICAL,5.42,8,No,0
28,male,Bachelor,88103,12000,DEBTCONSOLIDATION,7.49,6,Yes,0
27,male,Associate,103238,10000,PERSONAL,7.49,8,Yes,0
34,female,Doctorate,88667,7500,PERSONAL,15.99,5,No,1
31,male,Bachelor,103267,16000,VENTURE,11.01,10,No,0
34,male,Associate,102791,6500,HOMEIMPROVEMENT,9.63,7,Yes,0
28,male,Associate,88991,12000,PERSONAL,8.9,10,Yes,0
27,female,High School,88799,12000,HOMEIMPROVEMENT,14.18,7,Yes,0
27,male,Master,89765,12000,VENTURE,12.18,6,Yes,0
27,male,Bachelor,49188,3000,EDUCATION,7.4,9,Yes,0
27,male,Bachelor,50222,3000,MEDICAL,13.48,5,Yes,0
28,male,High School,103321,5000,MEDICAL,6.92,8,No,0
30,male,Associate,102883,18000,HOMEIMPROVEMENT,13.06,5,Yes,0
28,male,High School,50245,3000,VENTURE,11.11,6,Yes,0
31,male,Master,43070,3000,VENTURE,14.74,9,No,1
32,female,Associate,50113,3000,MEDICAL,11.01,7,No,0
35,female,Master,103038,12000,PERSONAL,10,5,No,0
28,female,Associate,102990,20000,DEBTCONSOLIDATION,9.62,5,Yes,0
29,female,Bachelor,51433,3000,MEDICAL,12.69,5,No,0
31,female,Bachelor,103011,4500,PERSONAL,6.54,6,Yes,0
32,female,Associate,51373,3000,MEDICAL,7.49,10,No,0
29,male,High School,102739,25000,PERSONAL,9.25,10,Yes,0
27,male,Bachelor,44308,3000,HOMEIMPROVEMENT,15.62,7,No,1
35,male,Bachelor,44240,3000,PERSONAL,11.01,10,No,1
29,male,Master,103175,20000,VENTURE,10.38,9,Yes,0
27,male,Doctorate,103095,20000,VENTURE,7.88,6,No,0
33,male,Associate,102650,5000,DEBTCONSOLIDATION,13.61,7,Yes,0
27,male,Bachelor,103166,10000,VENTURE,13.23,7,No,0
27,male,Bachelor,45221,16750,VENTURE,15.33,10,No,0
28,male,Bachelor,51491,3000,MEDICAL,10.25,10,Yes,0
27,male,High School,51467,3000,EDUCATION,8.94,5,Yes,0
27,male,High School,51520,3000,VENTURE,11.83,5,Yes,0
27,male,Bachelor,51059,3000,DEBTCONSOLIDATION,11.01,7,Yes,0
27,male,Associate,103008,7500,VENTURE,10.99,10,No,0
33,female,Associate,102229,8000,HOMEIMPROVEMENT,7.14,8,Yes,0
33,male,Associate,75440,20000,MEDICAL,11.01,8,No,1
27,female,Master,102848,5500,HOMEIMPROVEMENT,11.36,9,No,0
31,male,Master,88301,16000,HOMEIMPROVEMENT,19.41,6,No,1
32,female,Associate,88790,4750,PERSONAL,13.11,9,No,1
29,male,Associate,103403,10000,HOMEIMPROVEMENT,7.88,10,No,0
28,female,High School,52448,3000,EDUCATION,7.68,6,Yes,0
32,female,Bachelor,103101,10000,PERSONAL,7.74,8,No,0
28,male,Master,103136,18000,MEDICAL,12.53,10,Yes,0
28,male,High School,91200,12000,EDUCATION,6.03,6,Yes,0
28,male,Master,45447,7800,MEDICAL,15.58,9,Yes,0
31,female,Master,88601,18000,DEBTCONSOLIDATION,17.39,10,No,1
27,male,Bachelor,90932,12000,VENTURE,11.49,5,No,0
27,male,Master,102787,19000,VENTURE,13.92,5,Yes,0
34,male,Doctorate,91089,12000,VENTURE,7.29,8,Yes,0
28,female,Associate,103242,7000,DEBTCONSOLIDATION,8.59,5,Yes,0
28,female,Associate,83909,12000,VENTURE,14.46,9,No,1
27,male,Associate,102961,10400,EDUCATION,13.16,6,Yes,0
33,female,Associate,90845,12000,MEDICAL,7.88,10,Yes,0
27,male,Associate,91231,12000,HOMEIMPROVEMENT,10.99,10,No,0
30,female,Associate,102815,25000,EDUCATION,12.84,8,Yes,0
35,male,Associate,83894,12000,EDUCATION,11.26,5,No,1
28,male,Bachelor,91095,12000,HOMEIMPROVEMENT,9.63,7,Yes,0
31,male,Master,103308,10400,DEBTCONSOLIDATION,9.32,10,No,0
35,male,Bachelor,103239,20000,EDUCATION,12.21,10,Yes,0
31,male,Bachelor,103464,16000,HOMEIMPROVEMENT,11.89,10,Yes,0
29,male,High School,103224,10000,VENTURE,16.63,8,Yes,0
34,male,Associate,103038,8500,EDUCATION,14.42,8,Yes,0
30,male,Bachelor,92239,12000,DEBTCONSOLIDATION,10.99,10,Yes,0
29,female,Bachelor,93260,12000,EDUCATION,11.01,9,Yes,0
28,male,High School,94740,12000,VENTURE,10.62,10,No,0
29,female,Associate,88731,21000,EDUCATION,13.36,7,No,1
28,male,Associate,44606,7000,PERSONAL,11.11,9,Yes,0
30,female,Master,97052,12000,VENTURE,8.9,10,Yes,0
32,male,Bachelor,102821,7500,HOMEIMPROVEMENT,10.78,10,Yes,0
28,female,Bachelor,103284,8000,EDUCATION,7.51,8,Yes,0
27,male,Master,97315,12000,EDUCATION,17.58,7,Yes,0
29,male,Associate,103070,8900,MEDICAL,11.01,6,Yes,0
31,male,High School,103475,6000,PERSONAL,10,9,Yes,0
32,male,Associate,96813,12000,HOMEIMPROVEMENT,6.62,10,No,0
31,female,Associate,97147,12000,DEBTCONSOLIDATION,5.79,5,No,0
29,male,Bachelor,103930,9500,EDUCATION,11.01,9,Yes,0
30,male,Master,103859,14000,PERSONAL,7.66,8,No,0
27,male,Bachelor,89617,10000,DEBTCONSOLIDATION,17.93,6,No,1
34,male,Associate,104010,5000,VENTURE,7.4,6,Yes,0
27,male,Bachelor,76515,12000,MEDICAL,15.95,9,No,1
32,male,High School,89726,13650,EDUCATION,12.42,10,No,1
29,female,Associate,104071,14000,PERSONAL,14.27,9,Yes,0
30,female,Associate,44061,10000,MEDICAL,12.69,10,No,0
32,female,Master,104218,10800,MEDICAL,12.42,7,Yes,0
32,female,Bachelor,104068,8400,MEDICAL,6.62,8,Yes,0
35,male,High School,104078,18000,MEDICAL,11.01,6,Yes,0
31,male,Bachelor,97575,12000,DEBTCONSOLIDATION,7.29,10,No,0
28,male,Master,104215,15600,PERSONAL,5.99,7,Yes,0
33,female,High School,104152,15000,VENTURE,16.49,9,No,0
27,female,Bachelor,103933,4500,HOMEIMPROVEMENT,10.37,6,Yes,0
29,female,Master,104327,8400,DEBTCONSOLIDATION,11.01,10,Yes,0
27,male,Bachelor,98410,12000,DEBTCONSOLIDATION,10.71,6,Yes,0
35,female,Associate,104194,20000,MEDICAL,6.54,10,No,0
28,male,High School,104161,2650,PERSONAL,13.23,5,No,0
28,female,High School,104042,15000,EDUCATION,10.62,10,Yes,0
31,female,Bachelor,100810,12000,PERSONAL,12.42,7,Yes,0
30,male,Associate,104140,10000,DEBTCONSOLIDATION,11.01,10,Yes,0
27,female,Bachelor,89953,25000,PERSONAL,11.46,5,No,1
28,male,Associate,101702,12000,PERSONAL,11.71,8,No,0
31,female,Associate,103681,2000,VENTURE,10.74,6,Yes,0
28,male,Associate,104023,3000,VENTURE,9.99,5,Yes,0
32,female,Bachelor,104200,8000,DEBTCONSOLIDATION,5.79,5,Yes,0
27,male,Master,104148,16000,HOMEIMPROVEMENT,14.42,6,Yes,0
29,female,High School,104273,25000,HOMEIMPROVEMENT,16.82,9,Yes,0
34,female,Associate,104497,18000,VENTURE,6.99,5,Yes,0
28,male,Bachelor,104422,6000,DEBTCONSOLIDATION,5.79,10,No,0
27,male,Associate,104509,2250,PERSONAL,11.01,6,No,0
32,male,Master,105026,8000,MEDICAL,6.03,10,No,0
28,male,Associate,104649,5000,DEBTCONSOLIDATION,7.9,8,Yes,0
27,male,Bachelor,101785,12000,VENTURE,13.16,5,Yes,0
30,female,High School,102285,12000,PERSONAL,8.88,7,No,0
29,male,Associate,104378,8000,PERSONAL,12.99,8,Yes,0
27,male,Associate,103022,12000,PERSONAL,9.91,7,Yes,0
28,female,High School,104397,16000,EDUCATION,14.09,6,Yes,0
28,male,Bachelor,104602,5000,EDUCATION,5.79,5,Yes,0
27,male,Bachelor,90426,10000,DEBTCONSOLIDATION,16,6,No,1
31,female,Master,102918,12000,PERSONAL,15.27,8,No,0
31,male,Master,104646,25000,VENTURE,13.57,9,Yes,0
27,female,Associate,104984,14825,HOMEIMPROVEMENT,11.01,9,No,0
27,male,High School,90783,5000,HOMEIMPROVEMENT,11.49,6,No,1
30,female,Bachelor,104936,8500,MEDICAL,6.62,10,Yes,0
32,female,Associate,105524,2800,HOMEIMPROVEMENT,7.88,9,Yes,0
30,male,Bachelor,103044,12000,HOMEIMPROVEMENT,11.01,6,No,0
27,male,Associate,105292,8000,VENTURE,10.59,10,Yes,0
27,male,Bachelor,91109,12000,EDUCATION,9.91,10,No,1
28,male,Bachelor,90745,3000,PERSONAL,7.9,8,No,1
30,female,Master,88419,12000,VENTURE,14.26,5,No,1
29,female,Associate,105527,15000,HOMEIMPROVEMENT,10.99,5,No,0
27,female,Bachelor,104268,12000,EDUCATION,7.51,8,No,0
32,male,Bachelor,104809,12000,HOMEIMPROVEMENT,11.71,9,Yes,0
33,male,High School,105438,9000,VENTURE,17.93,7,Yes,0
28,female,Bachelor,44053,2350,EDUCATION,12.99,5,No,0
30,male,Master,44142,4000,HOMEIMPROVEMENT,13.49,10,No,0
33,male,Associate,105001,5000,EDUCATION,14.96,9,Yes,0
29,female,Associate,106410,12000,EDUCATION,12.53,5,Yes,0
31,female,Associate,44133,5000,VENTURE,6.99,9,Yes,0
28,female,Bachelor,107235,12000,EDUCATION,16.29,6,Yes,0
31,female,Master,105303,15000,HOMEIMPROVEMENT,13.11,8,Yes,0
27,male,Bachelor,105504,21125,VENTURE,13.92,5,Yes,0
32,female,Bachelor,105287,24800,MEDICAL,12.53,5,No,0
29,male,Associate,105710,4800,VENTURE,8.94,5,Yes,0
32,male,Bachelor,44101,5000,EDUCATION,10,6,Yes,0
27,female,Associate,105491,7200,VENTURE,9.63,6,Yes,0
30,female,Associate,43739,4800,VENTURE,11.01,6,No,0
29,female,Associate,107799,12000,PERSONAL,7.29,5,Yes,0
32,female,Associate,107643,12000,MEDICAL,8.94,6,Yes,0
28,male,Master,108458,12000,MEDICAL,14.65,7,Yes,0
30,female,Bachelor,90766,14000,HOMEIMPROVEMENT,13.79,8,No,1
33,female,High School,108878,12000,DEBTCONSOLIDATION,6.03,6,Yes,0
33,female,Associate,105759,2850,PERSONAL,7.51,7,Yes,0
29,male,Bachelor,105675,10000,MEDICAL,9.32,8,Yes,0
34,male,Bachelor,105649,12000,PERSONAL,11.11,5,No,0
27,male,Bachelor,106541,7000,HOMEIMPROVEMENT,10.36,6,Yes,0
29,female,High School,109085,12000,VENTURE,10.74,10,Yes,0
31,male,Associate,105915,12650,MEDICAL,8.9,10,Yes,0
28,male,Bachelor,105762,12000,PERSONAL,15.21,10,No,0
30,male,High School,106081,4700,MEDICAL,11.01,7,Yes,0
28,male,Associate,106137,12000,VENTURE,12.99,6,Yes,0
34,male,Bachelor,106212,15000,EDUCATION,8.49,6,Yes,0
29,female,Associate,106263,12000,PERSONAL,11.49,8,Yes,0
35,female,Associate,108879,12000,DEBTCONSOLIDATION,10.99,6,Yes,0
32,male,Associate,109229,12000,MEDICAL,10.62,5,No,0
33,male,Bachelor,106591,2800,DEBTCONSOLIDATION,7.14,9,Yes,0
28,male,High School,106525,24000,PERSONAL,10.75,7,Yes,0
27,female,Master,106464,20000,DEBTCONSOLIDATION,12.84,10,No,0
31,male,High School,106614,14000,VENTURE,17.58,7,No,0
31,male,Master,92092,12000,EDUCATION,15.96,5,No,1
27,female,Bachelor,106414,14000,VENTURE,12.42,10,Yes,0
35,female,Associate,106578,9800,MEDICAL,12.69,10,Yes,0
30,male,Associate,108972,12000,MEDICAL,12.29,5,No,0
29,male,Bachelor,109363,12000,MEDICAL,7.14,8,No,0
34,female,Bachelor,110760,12000,MEDICAL,6.92,7,Yes,0
27,female,Associate,106633,14400,PERSONAL,11.71,6,No,0
30,female,Bachelor,78622,8000,MEDICAL,15.99,6,No,1
27,female,Bachelor,112374,12000,HOMEIMPROVEMENT,8.9,8,Yes,0
35,male,Bachelor,112694,12000,EDUCATION,9.99,5,No,0
31,male,High School,114097,12000,VENTURE,14.91,8,No,0
29,male,High School,92322,20000,HOMEIMPROVEMENT,11.01,8,No,1
29,female,Bachelor,106706,15000,DEBTCONSOLIDATION,13.85,6,Yes,0
27,female,Bachelor,106677,3500,HOMEIMPROVEMENT,13.57,8,No,0
28,female,Bachelor,92223,5000,HOMEIMPROVEMENT,8.94,5,No,1
31,female,Associate,115228,12000,DEBTCONSOLIDATION,10.75,5,Yes,0
27,male,Associate,115426,12000,EDUCATION,11.11,6,No,0
31,female,High School,91916,5000,PERSONAL,12.41,9,No,1
31,male,High School,106777,7000,DEBTCONSOLIDATION,9.2,10,Yes,0
30,male,Bachelor,115971,12000,EDUCATION,13.23,10,Yes,0
29,male,Master,106748,21600,DEBTCONSOLIDATION,12.42,8,No,0
31,male,Bachelor,119763,12000,DEBTCONSOLIDATION,14.26,10,Yes,0
28,male,Bachelor,120943,12000,VENTURE,13.61,9,Yes,0
32,female,Bachelor,107099,2700,MEDICAL,14.27,10,Yes,0
31,female,High School,107171,9000,EDUCATION,7.29,8,Yes,0
35,female,High School,121236,12000,PERSONAL,7.88,6,No,0
30,male,Bachelor,107617,7000,EDUCATION,6.62,6,Yes,0
31,male,High School,108038,14000,EDUCATION,10.65,10,Yes,0
30,male,High School,107961,4000,VENTURE,6.03,6,No,0
27,female,Bachelor,107775,10000,DEBTCONSOLIDATION,10.65,7,Yes,0
30,female,Associate,121037,12000,DEBTCONSOLIDATION,7.88,9,Yes,0
30,female,High School,108024,10800,PERSONAL,11.99,8,Yes,0
28,female,Bachelor,79438,15000,MEDICAL,16.89,9,No,1
30,female,Bachelor,92953,12000,MEDICAL,17.27,10,No,1
27,female,Master,107778,3000,VENTURE,6.76,6,No,0
32,male,High School,93177,23000,DEBTCONSOLIDATION,11.49,6,No,1
34,female,Bachelor,107947,10000,DEBTCONSOLIDATION,10.99,7,No,0
34,female,Bachelor,93230,15000,EDUCATION,11.14,6,No,1
27,female,Master,93357,15000,EDUCATION,17.74,6,No,1
27,male,Associate,107685,2800,EDUCATION,14.96,10,No,0
33,male,Bachelor,133290,12000,HOMEIMPROVEMENT,10.65,5,No,0
31,female,Master,107829,12250,PERSONAL,15.05,8,No,0
27,female,High School,108165,10000,PERSONAL,7.51,9,No,0
30,male,Bachelor,132823,12000,HOMEIMPROVEMENT,12.18,7,Yes,0
29,male,Associate,107466,4800,EDUCATION,14.11,8,Yes,0
30,male,Associate,135283,12000,DEBTCONSOLIDATION,7.49,6,Yes,0
32,female,Master,44195,4900,MEDICAL,13.22,10,No,0
32,female,Associate,93800,10000,DEBTCONSOLIDATION,18.43,6,No,1
29,male,High School,108216,8000,MEDICAL,13.23,10,Yes,0
28,female,Associate,108851,4800,VENTURE,5.42,8,Yes,0
32,male,Bachelor,145240,12000,DEBTCONSOLIDATION,7.51,9,No,0
29,male,Master,108521,6000,EDUCATION,13.98,5,No,0
30,male,Master,108664,20000,VENTURE,11.01,9,Yes,0
35,male,Bachelor,144724,12000,HOMEIMPROVEMENT,10.99,7,Yes,0
34,male,Associate,144901,12000,PERSONAL,11.49,6,No,0
29,male,Bachelor,130752,12000,EDUCATION,11.01,9,No,1
27,male,Associate,145046,12000,DEBTCONSOLIDATION,11.01,5,No,0
29,male,High School,109126,10000,EDUCATION,10.65,6,Yes,0
33,male,High School,148572,12000,MEDICAL,11.83,7,No,0
32,male,Associate,136514,12000,HOMEIMPROVEMENT,16.29,5,No,1
33,male,High School,116216,12000,MEDICAL,15.68,6,No,1
27,male,Bachelor,109311,20000,HOMEIMPROVEMENT,12.42,10,No,0
28,female,Bachelor,109179,1800,HOMEIMPROVEMENT,7.51,5,No,0
32,male,Associate,140937,12000,PERSONAL,17.93,10,No,1
31,female,High School,108845,6000,DEBTCONSOLIDATION,11.71,8,Yes,0
30,male,Master,141729,12000,VENTURE,18.79,8,No,1
29,male,Associate,109039,14000,DEBTCONSOLIDATION,7.9,9,Yes,0
31,female,High School,157009,12000,VENTURE,16.49,10,Yes,0
31,male,High School,109040,15000,DEBTCONSOLIDATION,7.9,9,Yes,0
27,female,High School,157066,12000,EDUCATION,15.23,10,No,0
31,male,Bachelor,121396,12000,MEDICAL,14.91,7,No,1
35,male,High School,157178,12000,EDUCATION,10.75,6,Yes,0
27,male,High School,109334,24400,MEDICAL,8.9,10,No,0
28,female,Master,169155,12000,DEBTCONSOLIDATION,9.91,10,Yes,0
30,male,Bachelor,108755,7000,HOMEIMPROVEMENT,11.71,10,Yes,0
28,female,Associate,168820,12000,HOMEIMPROVEMENT,7.88,7,Yes,0
